,OID,WATERBODY_CODE,Waterbody_LID,LOCNAME,lat,long,ID,SPECIES_NAME,SAMPLE_YEAR,SAMPLE_DATE,LENGTH_CM,WEIGHT_GRAM,SEX,VALUE,Waterbody_Name,LCOUPCORSM,COUPCORSM,TP,TPMAX,TEMPMEANYR,SA_ha
109,5750,44467613,18-4040-49580,Big Rideau Lake,44.77083333,-76.2125,107675,Lake Trout,2009,26-Aug-09,27.6,180,M,0.1,Big Rideau L.,0.304412387,0.575520806,4.932366467,5.338722676,18.34052033,6479
110,5751,44467613,18-4040-49580,Big Rideau Lake,44.77083333,-76.2125,107676,Lake Trout,2009,26-Aug-09,33.5,300,F,0.14,Big Rideau L.,0.304412387,0.575520806,4.932366467,5.338722676,18.34052033,6479
111,5752,44467613,18-4040-49580,Big Rideau Lake,44.77083333,-76.2125,107677,Lake Trout,2009,26-Aug-09,37.1,520,F,0.22,Big Rideau L.,0.304412387,0.575520806,4.932366467,5.338722676,18.34052033,6479
112,5753,44467613,18-4040-49580,Big Rideau Lake,44.77083333,-76.2125,107678,Lake Trout,2009,26-Aug-09,40.5,500,M,0.19,Big Rideau L.,0.304412387,0.575520806,4.932366467,5.338722676,18.34052033,6479
113,5754,44467613,18-4040-49580,Big Rideau Lake,44.77083333,-76.2125,107679,Lake Trout,2009,26-Aug-09,40.8,570,M,0.21,Big Rideau L.,0.304412387,0.575520806,4.932366467,5.338722676,18.34052033,6479
114,5755,44467613,18-4040-49580,Big Rideau Lake,44.77083333,-76.2125,107680,Lake Trout,2009,26-Aug-09,47,840,M,0.3,Big Rideau L.,0.304412387,0.575520806,4.932366467,5.338722676,18.34052033,6479
115,5756,44467613,18-4040-49580,Big Rideau Lake,44.77083333,-76.2125,107681,Lake Trout,2009,26-Aug-09,48.3,1040,M,0.29,Big Rideau L.,0.304412387,0.575520806,4.932366467,5.338722676,18.34052033,6479
116,5757,44467613,18-4040-49580,Big Rideau Lake,44.77083333,-76.2125,107682,Lake Trout,2009,26-Aug-09,56,1700,F,0.4,Big Rideau L.,0.304412387,0.575520806,4.932366467,5.338722676,18.34052033,6479
117,5758,44467613,18-4040-49580,Big Rideau Lake,44.77083333,-76.2125,107683,Lake Trout,2009,26-Aug-09,56.3,2100,M,0.3,Big Rideau L.,0.304412387,0.575520806,4.932366467,5.338722676,18.34052033,6479
118,5759,44467613,18-4040-49580,Big Rideau Lake,44.77083333,-76.2125,107684,Lake Trout,2009,26-Aug-09,59,1760,M,0.45,Big Rideau L.,0.304412387,0.575520806,4.932366467,5.338722676,18.34052033,6479
119,5760,44467613,18-4040-49580,Big Rideau Lake,44.77083333,-76.2125,107685,Lake Trout,2009,26-Aug-09,59.3,1950,F,0.35,Big Rideau L.,0.304412387,0.575520806,4.932366467,5.338722676,18.34052033,6479
120,5761,44467613,18-4040-49580,Big Rideau Lake,44.77083333,-76.2125,107686,Lake Trout,2009,26-Aug-09,63.6,2250,M,0.49,Big Rideau L.,0.304412387,0.575520806,4.932366467,5.338722676,18.34052033,6479
121,5762,44467613,18-4040-49580,Big Rideau Lake,44.77083333,-76.2125,107687,Lake Trout,2009,26-Aug-09,64.4,2500,M,0.3,Big Rideau L.,0.304412387,0.575520806,4.932366467,5.338722676,18.34052033,6479
122,5763,44467613,18-4040-49580,Big Rideau Lake,44.77083333,-76.2125,107688,Lake Trout,2009,26-Aug-09,67.5,2450,M,0.81,Big Rideau L.,0.304412387,0.575520806,4.932366467,5.338722676,18.34052033,6479
123,5765,44467613,18-4040-49580,Big Rideau Lake,44.77083333,-76.2125,107690,Lake Trout,2009,26-Aug-09,43.5,605,F,0.28,Big Rideau L.,0.304412387,0.575520806,4.932366467,5.338722676,18.34052033,6479
124,5768,44467613,18-4040-49580,Big Rideau Lake,44.77083333,-76.2125,107693,Lake Trout,2009,26-Aug-09,41.5,560,F,0.22,Big Rideau L.,0.304412387,0.575520806,4.932366467,5.338722676,18.34052033,6479
125,5769,44467613,18-4040-49580,Big Rideau Lake,44.77083333,-76.2125,107694,Lake Trout,2009,26-Aug-09,51.2,1030,M,0.4,Big Rideau L.,0.304412387,0.575520806,4.932366467,5.338722676,18.34052033,6479
126,39415,51249221,15-5452-56951,Birch Lake,51.40694444,-92.35083333,104490,Lake Trout,2009,17-Jul-09,74.2,3943,,0.5,Birch L.,-0.519035426,0.373077811,4.754880744,4.831351332,14.817241,11667
127,39433,51249221,15-5452-56951,Birch Lake,51.40694444,-92.35083333,104508,Lake Trout,2009,17-Jul-09,87.4,6200,,1.3,Birch L.,-0.519035426,0.373077811,4.754880744,4.831351332,14.817241,11667
128,27494,49109322,15-4725-54467,Bluffpoint Lake,49.17472222,-93.37694444,111490,Lake Trout,2010,13-Jul-10,58.2,1820,M,0.43,Bluffpoint L.,-2.54460151,0.072789999,4.713649736,5.1930615,18.08108167,520.4
129,27501,49109322,15-4725-54467,Bluffpoint Lake,49.17472222,-93.37694444,111497,Lake Trout,2010,13-Jul-10,42.9,602,F,0.35,Bluffpoint L.,-2.54460151,0.072789999,4.713649736,5.1930615,18.08108167,520.4
130,27502,49109322,15-4725-54467,Bluffpoint Lake,49.17472222,-93.37694444,111498,Lake Trout,2010,13-Jul-10,48.8,1049,F,0.82,Bluffpoint L.,-2.54460151,0.072789999,4.713649736,5.1930615,18.08108167,520.4
131,27503,49109322,15-4725-54467,Bluffpoint Lake,49.17472222,-93.37694444,111499,Lake Trout,2010,13-Jul-10,53.2,1426,M,0.91,Bluffpoint L.,-2.54460151,0.072789999,4.713649736,5.1930615,18.08108167,520.4
132,27504,49109322,15-4725-54467,Bluffpoint Lake,49.17472222,-93.37694444,111500,Lake Trout,2010,13-Jul-10,56,1546,F,0.63,Bluffpoint L.,-2.54460151,0.072789999,4.713649736,5.1930615,18.08108167,520.4
133,27505,49109322,15-4725-54467,Bluffpoint Lake,49.17472222,-93.37694444,111501,Lake Trout,2010,13-Jul-10,58.2,1527,F,0.45,Bluffpoint L.,-2.54460151,0.072789999,4.713649736,5.1930615,18.08108167,520.4
134,27506,49109322,15-4725-54467,Bluffpoint Lake,49.17472222,-93.37694444,111502,Lake Trout,2010,13-Jul-10,59.6,1736,M,0.7,Bluffpoint L.,-2.54460151,0.072789999,4.713649736,5.1930615,18.08108167,520.4
135,NA,NA,17-6801-50811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burntroot,-0.039108835,0.490224037,4.739390355,4.883351644,16.50862933,1085.7
136,NA,NA,18-3773-493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canoe (Kingston),-3.834538135,0.021154149,4.533699182,4.830758006,20.043195,291.4
137,NA,NA,17-6782-50464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canoe(Alg),-1.648074923,0.161369299,4.782552038,5.158797864,16.90870433,344.5
138,5528,44457819,17-7116-49585,Catchacoma Lake,44.75833333,-78.32666667,98074,Lake Trout,2008,10-Jul-08,38.8,478,F,0.65,Catchacoma L.,-0.516443724,0.373684185,4.685786236,5.286052375,18.143214,687.6
139,5529,44457819,17-7116-49585,Catchacoma Lake,44.75833333,-78.32666667,98075,Lake Trout,2008,10-Jul-08,42.5,656,F,0.38,Catchacoma L.,-0.516443724,0.373684185,4.685786236,5.286052375,18.143214,687.6
140,5531,44457819,17-7116-49585,Catchacoma Lake,44.75833333,-78.32666667,98077,Lake Trout,2008,10-Jul-08,31.5,354,M,0.29,Catchacoma L.,-0.516443724,0.373684185,4.685786236,5.286052375,18.143214,687.6
141,5532,44457819,17-7116-49585,Catchacoma Lake,44.75833333,-78.32666667,98078,Lake Trout,2008,10-Jul-08,65.9,2778,M,1.2,Catchacoma L.,-0.516443724,0.373684185,4.685786236,5.286052375,18.143214,687.6
142,5533,44457819,17-7116-49585,Catchacoma Lake,44.75833333,-78.32666667,98079,Lake Trout,2008,10-Jul-08,42.8,674,F,2.3,Catchacoma L.,-0.516443724,0.373684185,4.685786236,5.286052375,18.143214,687.6
143,5534,44457819,17-7116-49585,Catchacoma Lake,44.75833333,-78.32666667,98080,Lake Trout,2008,10-Jul-08,35.2,384,M,0.39,Catchacoma L.,-0.516443724,0.373684185,4.685786236,5.286052375,18.143214,687.6
144,5535,44457819,17-7116-49585,Catchacoma Lake,44.75833333,-78.32666667,98081,Lake Trout,2008,10-Jul-08,66.5,2986,M,1,Catchacoma L.,-0.516443724,0.373684185,4.685786236,5.286052375,18.143214,687.6
145,5536,44457819,17-7116-49585,Catchacoma Lake,44.75833333,-78.32666667,98082,Lake Trout,2008,10-Jul-08,25.2,128,?,0.17,Catchacoma L.,-0.516443724,0.373684185,4.685786236,5.286052375,18.143214,687.6
146,5537,44457819,17-7116-49585,Catchacoma Lake,44.75833333,-78.32666667,98083,Lake Trout,2008,10-Jul-08,45.2,762,M,0.79,Catchacoma L.,-0.516443724,0.373684185,4.685786236,5.286052375,18.143214,687.6
147,NA,NA,17-6896-50894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Catfish,-2.2625043,0.094276314,4.571665591,4.751736806,16.48351033,640.7
148,29993,49329123,15-6164-54885,Cecil Lake,49.53944444,-91.39166667,101742,Lake Trout,2009,08-Jun-09,60.5,1862,,0.53,Cecil L.,0.587539726,0.642800446,4.336147066,4.606261356,15.363641,1615.5
149,29994,49329123,15-6164-54885,Cecil Lake,49.53944444,-91.39166667,101743,Lake Trout,2009,08-Jun-09,61.3,1981,,0.34,Cecil L.,0.587539726,0.642800446,4.336147066,4.606261356,15.363641,1615.5
150,29995,49329123,15-6164-54885,Cecil Lake,49.53944444,-91.39166667,101744,Lake Trout,2009,08-Jun-09,61.5,2022,,0.67,Cecil L.,0.587539726,0.642800446,4.336147066,4.606261356,15.363641,1615.5
151,29996,49329123,15-6164-54885,Cecil Lake,49.53944444,-91.39166667,101745,Lake Trout,2009,08-Jun-09,61.5,1890,M,0.61,Cecil L.,0.587539726,0.642800446,4.336147066,4.606261356,15.363641,1615.5
152,29997,49329123,15-6164-54885,Cecil Lake,49.53944444,-91.39166667,101746,Lake Trout,2009,08-Jun-09,61.8,2091,,0.55,Cecil L.,0.587539726,0.642800446,4.336147066,4.606261356,15.363641,1615.5
153,29998,49329123,15-6164-54885,Cecil Lake,49.53944444,-91.39166667,101747,Lake Trout,2009,08-Jun-09,63.1,2089,,0.44,Cecil L.,0.587539726,0.642800446,4.336147066,4.606261356,15.363641,1615.5
154,29999,49329123,15-6164-54885,Cecil Lake,49.53944444,-91.39166667,101748,Lake Trout,2009,08-Jun-09,63.2,2309,,0.5,Cecil L.,0.587539726,0.642800446,4.336147066,4.606261356,15.363641,1615.5
155,30000,49329123,15-6164-54885,Cecil Lake,49.53944444,-91.39166667,101749,Lake Trout,2009,08-Jun-09,63.4,2361,,0.58,Cecil L.,0.587539726,0.642800446,4.336147066,4.606261356,15.363641,1615.5
156,30001,49329123,15-6164-54885,Cecil Lake,49.53944444,-91.39166667,101750,Lake Trout,2009,08-Jun-09,64.4,2508,,0.8,Cecil L.,0.587539726,0.642800446,4.336147066,4.606261356,15.363641,1615.5
157,30002,49329123,15-6164-54885,Cecil Lake,49.53944444,-91.39166667,101751,Lake Trout,2009,08-Jun-09,64.6,2435,,0.62,Cecil L.,0.587539726,0.642800446,4.336147066,4.606261356,15.363641,1615.5
158,30003,49329123,15-6164-54885,Cecil Lake,49.53944444,-91.39166667,101752,Lake Trout,2009,08-Jun-09,64.7,2680,,0.53,Cecil L.,0.587539726,0.642800446,4.336147066,4.606261356,15.363641,1615.5
159,30004,49329123,15-6164-54885,Cecil Lake,49.53944444,-91.39166667,101753,Lake Trout,2009,08-Jun-09,65,2388,,0.77,Cecil L.,0.587539726,0.642800446,4.336147066,4.606261356,15.363641,1615.5
160,30005,49329123,15-6164-54885,Cecil Lake,49.53944444,-91.39166667,101754,Lake Trout,2009,08-Jun-09,67.5,2355,F,1.9,Cecil L.,0.587539726,0.642800446,4.336147066,4.606261356,15.363641,1615.5
161,30006,49329123,15-6164-54885,Cecil Lake,49.53944444,-91.39166667,101755,Lake Trout,2009,08-Jun-09,67.6,2534,F,1.4,Cecil L.,0.587539726,0.642800446,4.336147066,4.606261356,15.363641,1615.5
162,30007,49329123,15-6164-54885,Cecil Lake,49.53944444,-91.39166667,101756,Lake Trout,2009,08-Jun-09,62.1,2072,,0.53,Cecil L.,0.587539726,0.642800446,4.336147066,4.606261356,15.363641,1615.5
163,30009,49329123,15-6164-54885,Cecil Lake,49.53944444,-91.39166667,101758,Lake Trout,2009,08-Jun-09,69.1,2660,,0.91,Cecil L.,0.587539726,0.642800446,4.336147066,4.606261356,15.363641,1615.5
164,30010,49329123,15-6164-54885,Cecil Lake,49.53944444,-91.39166667,101759,Lake Trout,2009,08-Jun-09,59,1836,M,0.67,Cecil L.,0.587539726,0.642800446,4.336147066,4.606261356,15.363641,1615.5
165,30017,49329123,15-6164-54885,Cecil Lake,49.53944444,-91.39166667,101805,Lake Trout,2009,08-Jun-09,59.9,1723,,0.63,Cecil L.,0.587539726,0.642800446,4.336147066,4.606261356,15.363641,1615.5
166,30018,49329123,15-6164-54885,Cecil Lake,49.53944444,-91.39166667,101806,Lake Trout,2009,08-Jun-09,60.4,2122,,0.58,Cecil L.,0.587539726,0.642800446,4.336147066,4.606261356,15.363641,1615.5
167,3152,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97688,Lake Trout,2008,06-Jul-08,39.7,490,,0.32,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
168,3153,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97689,Lake Trout,2008,06-Jul-08,38.1,415,,0.27,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
169,3154,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97690,Lake Trout,2008,06-Jul-08,36.1,415,M,0.25,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
170,3155,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97691,Lake Trout,2008,06-Jul-08,67,2500,F,0.51,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
171,3156,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97692,Lake Trout,2008,06-Jul-08,37,390,,0.27,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
172,3157,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97693,Lake Trout,2008,06-Jul-08,50.4,1100,M,0.26,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
173,3158,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97694,Lake Trout,2008,06-Jul-08,60.4,2000,M,0.3,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
174,3159,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97695,Lake Trout,2008,06-Jul-08,43.2,520,M,0.15,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
175,3160,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97696,Lake Trout,2008,06-Jul-08,36.2,410,,0.2,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
176,3161,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97697,Lake Trout,2008,06-Jul-08,36.8,400,F,0.35,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
177,3162,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97698,Lake Trout,2008,06-Jul-08,60,2100,M,0.32,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
178,3164,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97700,Lake Trout,2008,06-Jul-08,34.5,320,M,0.19,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
179,3165,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97701,Lake Trout,2008,06-Jul-08,38.8,400,M,0.25,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
180,3166,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97702,Lake Trout,2008,06-Jul-08,35.6,390,M,0.34,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
181,3167,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97703,Lake Trout,2008,06-Jul-08,40.8,520,F,0.28,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
182,3169,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97705,Lake Trout,2008,06-Jul-08,56.5,1575,F,0.44,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
183,3171,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97707,Lake Trout,2008,06-Jul-08,41.5,600,F,0.25,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
184,3174,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97766,Lake Trout,2008,06-Jul-08,77.6,4500,F,0.89,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
185,3175,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97767,Lake Trout,2008,06-Jul-08,57.1,1825,M,0.48,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
186,3176,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97768,Lake Trout,2008,06-Jul-08,55.4,1600,M,0.47,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
187,3177,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97769,Lake Trout,2008,06-Jul-08,54,1500,F,0.43,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
188,3178,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97770,Lake Trout,2008,06-Jul-08,58.8,1850,F,0.34,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
189,3179,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97771,Lake Trout,2008,06-Jul-08,50.8,1075,F,0.29,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
190,3180,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97772,Lake Trout,2008,06-Jul-08,39,480,M,0.27,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
191,3181,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97773,Lake Trout,2008,06-Jul-08,31.6,240,F,0.25,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
192,3182,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97774,Lake Trout,2008,06-Jul-08,50.4,1160,F,0.42,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
193,3183,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97775,Lake Trout,2008,06-Jul-08,33.1,315,F,0.21,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
194,3186,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97778,Lake Trout,2008,06-Jul-08,40.1,480,F,0.29,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
195,3188,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97780,Lake Trout,2008,06-Jul-08,53.8,1300,M,0.26,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
196,3189,44327600,18-4196-49317,Charleston Lake,44.53472222,-76.01583333,97781,Lake Trout,2008,06-Jul-08,68.2,2800,M,0.75,Charleston L.,-1.254792777,0.221871589,4.769831617,5.193361029,19.71979667,2517.1
197,23493,48359159,15-5747-53824,Cirrus Lake,48.5925,-91.98777778,111508,Lake Trout,2010,14-Jul-10,32.7,263,,0.35,Cirrus L.,-0.888784834,0.291360659,4.612034719,5.112034719,17.578175,2113.3
198,23494,48359159,15-5747-53824,Cirrus Lake,48.5925,-91.98777778,111509,Lake Trout,2010,14-Jul-10,39.5,406,F,0.49,Cirrus L.,-0.888784834,0.291360659,4.612034719,5.112034719,17.578175,2113.3
199,23495,48359159,15-5747-53824,Cirrus Lake,48.5925,-91.98777778,111510,Lake Trout,2010,14-Jul-10,60.9,1955,F,0.61,Cirrus L.,-0.888784834,0.291360659,4.612034719,5.112034719,17.578175,2113.3
200,23496,48359159,15-5747-53824,Cirrus Lake,48.5925,-91.98777778,111511,Lake Trout,2010,14-Jul-10,63.9,2220,F,1.9,Cirrus L.,-0.888784834,0.291360659,4.612034719,5.112034719,17.578175,2113.3
201,23497,48359159,15-5747-53824,Cirrus Lake,48.5925,-91.98777778,111512,Lake Trout,2010,14-Jul-10,64.2,1903,M,0.53,Cirrus L.,-0.888784834,0.291360659,4.612034719,5.112034719,17.578175,2113.3
202,23498,48359159,15-5747-53824,Cirrus Lake,48.5925,-91.98777778,111513,Lake Trout,2010,14-Jul-10,65.2,1962,F,1.1,Cirrus L.,-0.888784834,0.291360659,4.612034719,5.112034719,17.578175,2113.3
203,23499,48359159,15-5747-53824,Cirrus Lake,48.5925,-91.98777778,111514,Lake Trout,2010,14-Jul-10,65.9,1974,F,0.67,Cirrus L.,-0.888784834,0.291360659,4.612034719,5.112034719,17.578175,2113.3
204,23500,48359159,15-5747-53824,Cirrus Lake,48.5925,-91.98777778,111515,Lake Trout,2010,14-Jul-10,66.8,1886,F,0.88,Cirrus L.,-0.888784834,0.291360659,4.612034719,5.112034719,17.578175,2113.3
205,23501,48359159,15-5747-53824,Cirrus Lake,48.5925,-91.98777778,111516,Lake Trout,2010,14-Jul-10,68.5,2446,F,0.85,Cirrus L.,-0.888784834,0.291360659,4.612034719,5.112034719,17.578175,2113.3
206,23502,48359159,15-5747-53824,Cirrus Lake,48.5925,-91.98777778,111519,Lake Trout,2010,14-Jul-10,72.4,3229,F,0.89,Cirrus L.,-0.888784834,0.291360659,4.612034719,5.112034719,17.578175,2113.3
207,23506,48359159,15-5747-53824,Cirrus Lake,48.5925,-91.98777778,111523,Lake Trout,2010,14-Jul-10,67.4,2251,F,1.5,Cirrus L.,-0.888784834,0.291360659,4.612034719,5.112034719,17.578175,2113.3
208,23507,48359159,15-5747-53824,Cirrus Lake,48.5925,-91.98777778,111524,Lake Trout,2010,14-Jul-10,72.2,2620,F,1.2,Cirrus L.,-0.888784834,0.291360659,4.612034719,5.112034719,17.578175,2113.3
209,36726,50189318,15-4785-55574,Cliff Lake,50.17083333,-93.30111111,102371,Lake Trout,2009,20-Jun-09,52.2,1145,,0.38,Cliff L.,-0.582583159,0.358338426,4.605345288,4.925933523,15.32091933,2248
210,36728,50189318,15-4785-55574,Cliff Lake,50.17083333,-93.30111111,102373,Lake Trout,2009,20-Jun-09,49.2,875,,0.27,Cliff L.,-0.582583159,0.358338426,4.605345288,4.925933523,15.32091933,2248
211,36743,50189318,15-4785-55574,Cliff Lake,50.17083333,-93.30111111,102388,Lake Trout,2009,20-Jun-09,36.7,399,,0.26,Cliff L.,-0.582583159,0.358338426,4.605345288,4.925933523,15.32091933,2248
212,36744,50189318,15-4785-55574,Cliff Lake,50.17083333,-93.30111111,102389,Lake Trout,2009,20-Jun-09,41,525,,0.35,Cliff L.,-0.582583159,0.358338426,4.605345288,4.925933523,15.32091933,2248
213,36745,50189318,15-4785-55574,Cliff Lake,50.17083333,-93.30111111,102390,Lake Trout,2009,20-Jun-09,42.1,598,,0.31,Cliff L.,-0.582583159,0.358338426,4.605345288,4.925933523,15.32091933,2248
214,36746,50189318,15-4785-55574,Cliff Lake,50.17083333,-93.30111111,102391,Lake Trout,2009,20-Jun-09,43.2,771,,0.31,Cliff L.,-0.582583159,0.358338426,4.605345288,4.925933523,15.32091933,2248
215,36747,50189318,15-4785-55574,Cliff Lake,50.17083333,-93.30111111,102392,Lake Trout,2009,20-Jun-09,44.2,605,,0.45,Cliff L.,-0.582583159,0.358338426,4.605345288,4.925933523,15.32091933,2248
216,36748,50189318,15-4785-55574,Cliff Lake,50.17083333,-93.30111111,102393,Lake Trout,2009,20-Jun-09,45,752,,0.44,Cliff L.,-0.582583159,0.358338426,4.605345288,4.925933523,15.32091933,2248
217,36749,50189318,15-4785-55574,Cliff Lake,50.17083333,-93.30111111,102394,Lake Trout,2009,20-Jun-09,49.9,1030,,0.77,Cliff L.,-0.582583159,0.358338426,4.605345288,4.925933523,15.32091933,2248
218,36750,50189318,15-4785-55574,Cliff Lake,50.17083333,-93.30111111,102395,Lake Trout,2009,20-Jun-09,50,992,,0.4,Cliff L.,-0.582583159,0.358338426,4.605345288,4.925933523,15.32091933,2248
219,36751,50189318,15-4785-55574,Cliff Lake,50.17083333,-93.30111111,102396,Lake Trout,2009,20-Jun-09,51.2,1072,,0.34,Cliff L.,-0.582583159,0.358338426,4.605345288,4.925933523,15.32091933,2248
220,36752,50189318,15-4785-55574,Cliff Lake,50.17083333,-93.30111111,102397,Lake Trout,2009,20-Jun-09,54.3,1335,,0.26,Cliff L.,-0.582583159,0.358338426,4.605345288,4.925933523,15.32091933,2248
221,36753,50189318,15-4785-55574,Cliff Lake,50.17083333,-93.30111111,102398,Lake Trout,2009,20-Jun-09,55.2,1306,M,0.69,Cliff L.,-0.582583159,0.358338426,4.605345288,4.925933523,15.32091933,2248
222,36754,50189318,15-4785-55574,Cliff Lake,50.17083333,-93.30111111,102399,Lake Trout,2009,20-Jun-09,56.3,1463,,0.58,Cliff L.,-0.582583159,0.358338426,4.605345288,4.925933523,15.32091933,2248
223,36755,50189318,15-4785-55574,Cliff Lake,50.17083333,-93.30111111,102400,Lake Trout,2009,20-Jun-09,62.1,1968,,0.5,Cliff L.,-0.582583159,0.358338426,4.605345288,4.925933523,15.32091933,2248
224,36756,50189318,15-4785-55574,Cliff Lake,50.17083333,-93.30111111,102401,Lake Trout,2009,20-Jun-09,65.2,2755,,0.84,Cliff L.,-0.582583159,0.358338426,4.605345288,4.925933523,15.32091933,2248
225,36757,50189318,15-4785-55574,Cliff Lake,50.17083333,-93.30111111,102402,Lake Trout,2009,20-Jun-09,74,2470,,0.73,Cliff L.,-0.582583159,0.358338426,4.605345288,4.925933523,15.32091933,2248
226,36758,50189318,15-4785-55574,Cliff Lake,50.17083333,-93.30111111,102403,Lake Trout,2009,20-Jun-09,75.5,4480,,0.64,Cliff L.,-0.582583159,0.358338426,4.605345288,4.925933523,15.32091933,2248
227,38121,50409409,15-4187-56135,Confusion Lake,50.67,-94.15138889,102130,Lake Trout,2009,15-Jun-09,61.4,2040,M,1.5,Confusion L.,-0.626442677,0.348317587,4.689355051,5.099002351,15.20761067,1426.2
228,38122,50409409,15-4187-56135,Confusion Lake,50.67,-94.15138889,102131,Lake Trout,2009,15-Jun-09,61.2,1877,F,1.5,Confusion L.,-0.626442677,0.348317587,4.689355051,5.099002351,15.20761067,1426.2
229,38123,50409409,15-4187-56135,Confusion Lake,50.67,-94.15138889,102132,Lake Trout,2009,15-Jun-09,53.6,1400,M,0.61,Confusion L.,-0.626442677,0.348317587,4.689355051,5.099002351,15.20761067,1426.2
230,38124,50409409,15-4187-56135,Confusion Lake,50.67,-94.15138889,102133,Lake Trout,2009,15-Jun-09,33.6,282,,0.85,Confusion L.,-0.626442677,0.348317587,4.689355051,5.099002351,15.20761067,1426.2
