,OID,WATERBODY_CODE,Waterbody_LID,LOCNAME,lat,long,ID,SPECIES_NAME,SAMPLE_YEAR,SAMPLE_DATE,LENGTH_CM,WEIGHT_GRAM,SEX,VALUE,Waterbody_Name,LCOUPCORSM,COUPCORSM,TP,TPMAX,TEMPMEANYR,SA_ha
231,38125,50409409,15-4187-56135,Confusion Lake,50.67,-94.15138889,102134,Lake Trout,2009,15-Jun-09,49.5,1011,F,2.1,Confusion L.,-0.626442677,0.348317587,4.689355051,5.099002351,15.20761067,1426.2
232,38126,50409409,15-4187-56135,Confusion Lake,50.67,-94.15138889,102135,Lake Trout,2009,15-Jun-09,47,863,,0.99,Confusion L.,-0.626442677,0.348317587,4.689355051,5.099002351,15.20761067,1426.2
233,38127,50409409,15-4187-56135,Confusion Lake,50.67,-94.15138889,102136,Lake Trout,2009,15-Jun-09,48.2,940,M,1.3,Confusion L.,-0.626442677,0.348317587,4.689355051,5.099002351,15.20761067,1426.2
234,38128,50409409,15-4187-56135,Confusion Lake,50.67,-94.15138889,102137,Lake Trout,2009,15-Jun-09,59.2,1733,F,0.48,Confusion L.,-0.626442677,0.348317587,4.689355051,5.099002351,15.20761067,1426.2
235,38129,50409409,15-4187-56135,Confusion Lake,50.67,-94.15138889,102138,Lake Trout,2009,15-Jun-09,58.4,1578,M,0.99,Confusion L.,-0.626442677,0.348317587,4.689355051,5.099002351,15.20761067,1426.2
236,38130,50409409,15-4187-56135,Confusion Lake,50.67,-94.15138889,102139,Lake Trout,2009,15-Jun-09,52.8,1275,F,0.69,Confusion L.,-0.626442677,0.348317587,4.689355051,5.099002351,15.20761067,1426.2
237,38131,50409409,15-4187-56135,Confusion Lake,50.67,-94.15138889,102140,Lake Trout,2009,15-Jun-09,54,1322,M,0.58,Confusion L.,-0.626442677,0.348317587,4.689355051,5.099002351,15.20761067,1426.2
238,38144,50409409,15-4187-56135,Confusion Lake,50.67,-94.15138889,102222,Lake Trout,2009,15-Jun-09,51.5,1283,M,1.8,Confusion L.,-0.626442677,0.348317587,4.689355051,5.099002351,15.20761067,1426.2
239,38146,50409409,15-4187-56135,Confusion Lake,50.67,-94.15138889,102224,Lake Trout,2009,15-Jun-09,44.7,626,F,0.5,Confusion L.,-0.626442677,0.348317587,4.689355051,5.099002351,15.20761067,1426.2
240,38148,50409409,15-4187-56135,Confusion Lake,50.67,-94.15138889,102226,Lake Trout,2009,15-Jun-09,54.5,1133,M,1.4,Confusion L.,-0.626442677,0.348317587,4.689355051,5.099002351,15.20761067,1426.2
241,38149,50409409,15-4187-56135,Confusion Lake,50.67,-94.15138889,102227,Lake Trout,2009,15-Jun-09,75.2,4233,F,0.64,Confusion L.,-0.626442677,0.348317587,4.689355051,5.099002351,15.20761067,1426.2
242,38152,50409409,15-4187-56135,Confusion Lake,50.67,-94.15138889,102230,Lake Trout,2009,15-Jun-09,47,893,M,0.79,Confusion L.,-0.626442677,0.348317587,4.689355051,5.099002351,15.20761067,1426.2
243,38153,50409409,15-4187-56135,Confusion Lake,50.67,-94.15138889,102231,Lake Trout,2009,15-Jun-09,43.8,740,M,0.99,Confusion L.,-0.626442677,0.348317587,4.689355051,5.099002351,15.20761067,1426.2
244,38154,50409409,15-4187-56135,Confusion Lake,50.67,-94.15138889,102232,Lake Trout,2009,15-Jun-09,57,1469,M,0.51,Confusion L.,-0.626442677,0.348317587,4.689355051,5.099002351,15.20761067,1426.2
245,38155,50409409,15-4187-56135,Confusion Lake,50.67,-94.15138889,102233,Lake Trout,2009,15-Jun-09,66.6,2288,F,0.53,Confusion L.,-0.626442677,0.348317587,4.689355051,5.099002351,15.20761067,1426.2
246,38156,50409409,15-4187-56135,Confusion Lake,50.67,-94.15138889,102234,Lake Trout,2009,15-Jun-09,65.2,2380,F,0.82,Confusion L.,-0.626442677,0.348317587,4.689355051,5.099002351,15.20761067,1426.2
247,37986,50339401,15-4270-56011,Conifer Lake,50.55916667,-94.03111111,104946,Lake Trout,2009,23-Jul-09,51.4,1277,M,0.78,Conifer L.,-0.340519628,0.415683259,4.627212589,5.035182781,15.19575567,1125.1
248,37987,50339401,15-4270-56011,Conifer Lake,50.55916667,-94.03111111,104947,Lake Trout,2009,23-Jul-09,44.5,575,F,1.6,Conifer L.,-0.340519628,0.415683259,4.627212589,5.035182781,15.19575567,1125.1
249,37989,50339401,15-4270-56011,Conifer Lake,50.55916667,-94.03111111,104949,Lake Trout,2009,23-Jul-09,45.1,643,M,1.4,Conifer L.,-0.340519628,0.415683259,4.627212589,5.035182781,15.19575567,1125.1
250,38001,50339401,15-4270-56011,Conifer Lake,50.55916667,-94.03111111,104961,Lake Trout,2009,23-Jul-09,55.6,1442,F,0.94,Conifer L.,-0.340519628,0.415683259,4.627212589,5.035182781,15.19575567,1125.1
251,38002,50339401,15-4270-56011,Conifer Lake,50.55916667,-94.03111111,104962,Lake Trout,2009,23-Jul-09,49.2,959,M,0.66,Conifer L.,-0.340519628,0.415683259,4.627212589,5.035182781,15.19575567,1125.1
252,38003,50339401,15-4270-56011,Conifer Lake,50.55916667,-94.03111111,104963,Lake Trout,2009,23-Jul-09,57,1458,M,0.84,Conifer L.,-0.340519628,0.415683259,4.627212589,5.035182781,15.19575567,1125.1
253,38004,50339401,15-4270-56011,Conifer Lake,50.55916667,-94.03111111,104964,Lake Trout,2009,23-Jul-09,58.5,1611,F,2.4,Conifer L.,-0.340519628,0.415683259,4.627212589,5.035182781,15.19575567,1125.1
254,38005,50339401,15-4270-56011,Conifer Lake,50.55916667,-94.03111111,104965,Lake Trout,2009,23-Jul-09,54.1,1401,F,1.5,Conifer L.,-0.340519628,0.415683259,4.627212589,5.035182781,15.19575567,1125.1
255,38006,50339401,15-4270-56011,Conifer Lake,50.55916667,-94.03111111,104966,Lake Trout,2009,23-Jul-09,69.2,2599,F,1.5,Conifer L.,-0.340519628,0.415683259,4.627212589,5.035182781,15.19575567,1125.1
256,38007,50339401,15-4270-56011,Conifer Lake,50.55916667,-94.03111111,104967,Lake Trout,2009,23-Jul-09,55.4,1450,,0.5,Conifer L.,-0.340519628,0.415683259,4.627212589,5.035182781,15.19575567,1125.1
257,38008,50339401,15-4270-56011,Conifer Lake,50.55916667,-94.03111111,104968,Lake Trout,2009,23-Jul-09,53,1111,F,1.2,Conifer L.,-0.340519628,0.415683259,4.627212589,5.035182781,15.19575567,1125.1
258,38009,50339401,15-4270-56011,Conifer Lake,50.55916667,-94.03111111,104969,Lake Trout,2009,23-Jul-09,36.1,280,,0.28,Conifer L.,-0.340519628,0.415683259,4.627212589,5.035182781,15.19575567,1125.1
259,38010,50339401,15-4270-56011,Conifer Lake,50.55916667,-94.03111111,104970,Lake Trout,2009,23-Jul-09,53.6,1217,M,0.58,Conifer L.,-0.340519628,0.415683259,4.627212589,5.035182781,15.19575567,1125.1
260,38011,50339401,15-4270-56011,Conifer Lake,50.55916667,-94.03111111,104971,Lake Trout,2009,23-Jul-09,61.1,2126,M,0.58,Conifer L.,-0.340519628,0.415683259,4.627212589,5.035182781,15.19575567,1125.1
261,38012,50339401,15-4270-56011,Conifer Lake,50.55916667,-94.03111111,104972,Lake Trout,2009,23-Jul-09,52.5,1140,M,1.3,Conifer L.,-0.340519628,0.415683259,4.627212589,5.035182781,15.19575567,1125.1
262,38013,50339401,15-4270-56011,Conifer Lake,50.55916667,-94.03111111,104973,Lake Trout,2009,23-Jul-09,49.5,923,F,1.7,Conifer L.,-0.340519628,0.415683259,4.627212589,5.035182781,15.19575567,1125.1
263,38014,50339401,15-4270-56011,Conifer Lake,50.55916667,-94.03111111,104974,Lake Trout,2009,23-Jul-09,50.3,947,F,0.67,Conifer L.,-0.340519628,0.415683259,4.627212589,5.035182781,15.19575567,1125.1
264,38015,50339401,15-4270-56011,Conifer Lake,50.55916667,-94.03111111,104975,Lake Trout,2009,23-Jul-09,39.7,400,F,1.4,Conifer L.,-0.340519628,0.415683259,4.627212589,5.035182781,15.19575567,1125.1
265,33395,49579414,15-4115-55351,Cross Lake,49.96388889,-94.23416667,111743,Lake Trout,2010,21-Jul-10,44.8,860,M,0.4,Cross L.,-1.491515245,0.183694406,4.416783661,4.570841941,18.17302767,104.3
266,33396,49579414,15-4115-55351,Cross Lake,49.96388889,-94.23416667,111744,Lake Trout,2010,21-Jul-10,45.6,850,M,0.39,Cross L.,-1.491515245,0.183694406,4.416783661,4.570841941,18.17302767,104.3
267,33397,49579414,15-4115-55351,Cross Lake,49.96388889,-94.23416667,111745,Lake Trout,2010,21-Jul-10,45.8,780,,0.31,Cross L.,-1.491515245,0.183694406,4.416783661,4.570841941,18.17302767,104.3
268,33398,49579414,15-4115-55351,Cross Lake,49.96388889,-94.23416667,111746,Lake Trout,2010,21-Jul-10,46.7,942,F,0.45,Cross L.,-1.491515245,0.183694406,4.416783661,4.570841941,18.17302767,104.3
269,33399,49579414,15-4115-55351,Cross Lake,49.96388889,-94.23416667,111747,Lake Trout,2010,21-Jul-10,48,990,M,0.49,Cross L.,-1.491515245,0.183694406,4.416783661,4.570841941,18.17302767,104.3
270,33400,49579414,15-4115-55351,Cross Lake,49.96388889,-94.23416667,111748,Lake Trout,2010,21-Jul-10,50.3,140,F,0.45,Cross L.,-1.491515245,0.183694406,4.416783661,4.570841941,18.17302767,104.3
271,33401,49579414,15-4115-55351,Cross Lake,49.96388889,-94.23416667,111749,Lake Trout,2010,21-Jul-10,54.8,1660,M,0.93,Cross L.,-1.491515245,0.183694406,4.416783661,4.570841941,18.17302767,104.3
272,33402,49579414,15-4115-55351,Cross Lake,49.96388889,-94.23416667,111750,Lake Trout,2010,21-Jul-10,55.8,1644,F,0.6,Cross L.,-1.491515245,0.183694406,4.416783661,4.570841941,18.17302767,104.3
273,33403,49579414,15-4115-55351,Cross Lake,49.96388889,-94.23416667,111751,Lake Trout,2010,21-Jul-10,56.4,1404,F,0.62,Cross L.,-1.491515245,0.183694406,4.416783661,4.570841941,18.17302767,104.3
274,33404,49579414,15-4115-55351,Cross Lake,49.96388889,-94.23416667,111752,Lake Trout,2010,21-Jul-10,57.2,1822,M,0.78,Cross L.,-1.491515245,0.183694406,4.416783661,4.570841941,18.17302767,104.3
275,33405,49579414,15-4115-55351,Cross Lake,49.96388889,-94.23416667,111753,Lake Trout,2010,21-Jul-10,61,1930,F,0.98,Cross L.,-1.491515245,0.183694406,4.416783661,4.570841941,18.17302767,104.3
276,33406,49579414,15-4115-55351,Cross Lake,49.96388889,-94.23416667,111754,Lake Trout,2010,21-Jul-10,66.5,2710,F,0.92,Cross L.,-1.491515245,0.183694406,4.416783661,4.570841941,18.17302767,104.3
277,33407,49579414,15-4115-55351,Cross Lake,49.96388889,-94.23416667,111755,Lake Trout,2010,21-Jul-10,67.5,2830,M,0.87,Cross L.,-1.491515245,0.183694406,4.416783661,4.570841941,18.17302767,104.3
278,24288,48429116,15-6263-53964,Crystal Lake,48.70944444,-91.28305556,109835,Lake Trout,2010,05-Jun-10,39,471,F,0.14,Crystal L.,-1.404143702,0.197159392,4.252636599,4.540917684,17.31363433,612.7
279,24289,48429116,15-6263-53964,Crystal Lake,48.70944444,-91.28305556,109836,Lake Trout,2010,05-Jun-10,38.8,424,F,0.23,Crystal L.,-1.404143702,0.197159392,4.252636599,4.540917684,17.31363433,612.7
280,24290,48429116,15-6263-53964,Crystal Lake,48.70944444,-91.28305556,109837,Lake Trout,2010,05-Jun-10,44,974,M,0.27,Crystal L.,-1.404143702,0.197159392,4.252636599,4.540917684,17.31363433,612.7
281,24291,48429116,15-6263-53964,Crystal Lake,48.70944444,-91.28305556,109838,Lake Trout,2010,05-Jun-10,46.1,903,M,0.28,Crystal L.,-1.404143702,0.197159392,4.252636599,4.540917684,17.31363433,612.7
282,24292,48429116,15-6263-53964,Crystal Lake,48.70944444,-91.28305556,109839,Lake Trout,2010,05-Jun-10,46.3,815,F,0.34,Crystal L.,-1.404143702,0.197159392,4.252636599,4.540917684,17.31363433,612.7
283,24294,48429116,15-6263-53964,Crystal Lake,48.70944444,-91.28305556,109841,Lake Trout,2010,05-Jun-10,43,612,F,0.24,Crystal L.,-1.404143702,0.197159392,4.252636599,4.540917684,17.31363433,612.7
284,24295,48429116,15-6263-53964,Crystal Lake,48.70944444,-91.28305556,109842,Lake Trout,2010,05-Jun-10,49.2,1090,M,0.38,Crystal L.,-1.404143702,0.197159392,4.252636599,4.540917684,17.31363433,612.7
285,24296,48429116,15-6263-53964,Crystal Lake,48.70944444,-91.28305556,109843,Lake Trout,2010,05-Jun-10,44.9,755,F,0.14,Crystal L.,-1.404143702,0.197159392,4.252636599,4.540917684,17.31363433,612.7
286,24299,48429116,15-6263-53964,Crystal Lake,48.70944444,-91.28305556,109846,Lake Trout,2010,05-Jun-10,45.6,814,F,0.16,Crystal L.,-1.404143702,0.197159392,4.252636599,4.540917684,17.31363433,612.7
287,24300,48429116,15-6263-53964,Crystal Lake,48.70944444,-91.28305556,109847,Lake Trout,2010,05-Jun-10,51.5,1224,M,0.3,Crystal L.,-1.404143702,0.197159392,4.252636599,4.540917684,17.31363433,612.7
288,24301,48429116,15-6263-53964,Crystal Lake,48.70944444,-91.28305556,109848,Lake Trout,2010,05-Jun-10,54.5,1304,M,0.52,Crystal L.,-1.404143702,0.197159392,4.252636599,4.540917684,17.31363433,612.7
289,24302,48429116,15-6263-53964,Crystal Lake,48.70944444,-91.28305556,109849,Lake Trout,2010,05-Jun-10,55,1450,M,0.41,Crystal L.,-1.404143702,0.197159392,4.252636599,4.540917684,17.31363433,612.7
290,24303,48429116,15-6263-53964,Crystal Lake,48.70944444,-91.28305556,109850,Lake Trout,2010,05-Jun-10,56.1,1496,M,0.31,Crystal L.,-1.404143702,0.197159392,4.252636599,4.540917684,17.31363433,612.7
291,24304,48429116,15-6263-53964,Crystal Lake,48.70944444,-91.28305556,109851,Lake Trout,2010,05-Jun-10,57.4,1663,F,0.33,Crystal L.,-1.404143702,0.197159392,4.252636599,4.540917684,17.31363433,612.7
292,24305,48429116,15-6263-53964,Crystal Lake,48.70944444,-91.28305556,109852,Lake Trout,2010,05-Jun-10,61.3,1932,F,0.44,Crystal L.,-1.404143702,0.197159392,4.252636599,4.540917684,17.31363433,612.7
293,24306,48429116,15-6263-53964,Crystal Lake,48.70944444,-91.28305556,109853,Lake Trout,2010,05-Jun-10,62.3,2054,F,0.34,Crystal L.,-1.404143702,0.197159392,4.252636599,4.540917684,17.31363433,612.7
294,24307,48429116,15-6263-53964,Crystal Lake,48.70944444,-91.28305556,109854,Lake Trout,2010,05-Jun-10,62.4,2178,F,0.71,Crystal L.,-1.404143702,0.197159392,4.252636599,4.540917684,17.31363433,612.7
295,24308,48429116,15-6263-53964,Crystal Lake,48.70944444,-91.28305556,109855,Lake Trout,2010,05-Jun-10,63,1964,F,0.43,Crystal L.,-1.404143702,0.197159392,4.252636599,4.540917684,17.31363433,612.7
296,24321,48429116,15-6263-53964,Crystal Lake,48.70944444,-91.28305556,109868,Lake Trout,2010,05-Jun-10,37.9,418,F,0.19,Crystal L.,-1.404143702,0.197159392,4.252636599,4.540917684,17.31363433,612.7
297,24322,48429116,15-6263-53964,Crystal Lake,48.70944444,-91.28305556,109869,Lake Trout,2010,05-Jun-10,42.8,650,,0.44,Crystal L.,-1.404143702,0.197159392,4.252636599,4.540917684,17.31363433,612.7
298,35646,50059403,15-4250-55493,Delaney Lake,50.09305556,-94.04861111,103180,Lake Trout,2009,02-Jul-09,42.9,566,F,0.2,Delaney L.,-1.134020349,0.243419923,4.392589336,4.638461639,18.00089533,1281.8
299,35657,50059403,15-4250-55493,Delaney Lake,50.09305556,-94.04861111,103191,Lake Trout,2009,02-Jul-09,58.8,1646,F,0.26,Delaney L.,-1.134020349,0.243419923,4.392589336,4.638461639,18.00089533,1281.8
300,35658,50059403,15-4250-55493,Delaney Lake,50.09305556,-94.04861111,103192,Lake Trout,2009,02-Jul-09,51.5,101,M,0.26,Delaney L.,-1.134020349,0.243419923,4.392589336,4.638461639,18.00089533,1281.8
301,35659,50059403,15-4250-55493,Delaney Lake,50.09305556,-94.04861111,103193,Lake Trout,2009,02-Jul-09,29.2,149,F,0.18,Delaney L.,-1.134020349,0.243419923,4.392589336,4.638461639,18.00089533,1281.8
302,35660,50059403,15-4250-55493,Delaney Lake,50.09305556,-94.04861111,103194,Lake Trout,2009,02-Jul-09,47.5,855,F,0.34,Delaney L.,-1.134020349,0.243419923,4.392589336,4.638461639,18.00089533,1281.8
303,35661,50059403,15-4250-55493,Delaney Lake,50.09305556,-94.04861111,103195,Lake Trout,2009,02-Jul-09,57,1497,M,0.46,Delaney L.,-1.134020349,0.243419923,4.392589336,4.638461639,18.00089533,1281.8
304,35662,50059403,15-4250-55493,Delaney Lake,50.09305556,-94.04861111,103196,Lake Trout,2009,02-Jul-09,56.3,1339,F,0.55,Delaney L.,-1.134020349,0.243419923,4.392589336,4.638461639,18.00089533,1281.8
305,35663,50059403,15-4250-55493,Delaney Lake,50.09305556,-94.04861111,103197,Lake Trout,2009,02-Jul-09,48.1,874,F,0.18,Delaney L.,-1.134020349,0.243419923,4.392589336,4.638461639,18.00089533,1281.8
306,35664,50059403,15-4250-55493,Delaney Lake,50.09305556,-94.04861111,103198,Lake Trout,2009,02-Jul-09,61.8,1972,F,0.48,Delaney L.,-1.134020349,0.243419923,4.392589336,4.638461639,18.00089533,1281.8
307,35665,50059403,15-4250-55493,Delaney Lake,50.09305556,-94.04861111,103199,Lake Trout,2009,02-Jul-09,32.9,245,F,0.14,Delaney L.,-1.134020349,0.243419923,4.392589336,4.638461639,18.00089533,1281.8
308,35666,50059403,15-4250-55493,Delaney Lake,50.09305556,-94.04861111,103200,Lake Trout,2009,02-Jul-09,62.8,2181,F,0.95,Delaney L.,-1.134020349,0.243419923,4.392589336,4.638461639,18.00089533,1281.8
309,35667,50059403,15-4250-55493,Delaney Lake,50.09305556,-94.04861111,103201,Lake Trout,2009,02-Jul-09,69.2,2509,M,0.53,Delaney L.,-1.134020349,0.243419923,4.392589336,4.638461639,18.00089533,1281.8
310,35668,50059403,15-4250-55493,Delaney Lake,50.09305556,-94.04861111,103202,Lake Trout,2009,02-Jul-09,69.7,2437,F,0.6,Delaney L.,-1.134020349,0.243419923,4.392589336,4.638461639,18.00089533,1281.8
311,35669,50059403,15-4250-55493,Delaney Lake,50.09305556,-94.04861111,103203,Lake Trout,2009,02-Jul-09,62.6,1982,F,0.53,Delaney L.,-1.134020349,0.243419923,4.392589336,4.638461639,18.00089533,1281.8
312,35670,50059403,15-4250-55493,Delaney Lake,50.09305556,-94.04861111,103204,Lake Trout,2009,02-Jul-09,43.6,564,F,0.19,Delaney L.,-1.134020349,0.243419923,4.392589336,4.638461639,18.00089533,1281.8
313,35671,50059403,15-4250-55493,Delaney Lake,50.09305556,-94.04861111,103205,Lake Trout,2009,02-Jul-09,43.9,604,M,0.22,Delaney L.,-1.134020349,0.243419923,4.392589336,4.638461639,18.00089533,1281.8
314,35672,50059403,15-4250-55493,Delaney Lake,50.09305556,-94.04861111,103206,Lake Trout,2009,02-Jul-09,55.2,1334,M,0.38,Delaney L.,-1.134020349,0.243419923,4.392589336,4.638461639,18.00089533,1281.8
315,35673,50059403,15-4250-55493,Delaney Lake,50.09305556,-94.04861111,103207,Lake Trout,2009,02-Jul-09,67.4,2314,F,0.42,Delaney L.,-1.134020349,0.243419923,4.392589336,4.638461639,18.00089533,1281.8
316,35674,50059403,15-4250-55493,Delaney Lake,50.09305556,-94.04861111,103208,Lake Trout,2009,02-Jul-09,42.6,508,F,0.16,Delaney L.,-1.134020349,0.243419923,4.392589336,4.638461639,18.00089533,1281.8
317,35675,50059403,15-4250-55493,Delaney Lake,50.09305556,-94.04861111,103209,Lake Trout,2009,02-Jul-09,59.2,1706,M,0.3,Delaney L.,-1.134020349,0.243419923,4.392589336,4.638461639,18.00089533,1281.8
318,NA,NA,18-3737-493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Desert,-0.633792894,0.346651009,4.672214886,5.023936918,20.02836033,382
319,28601,49229354,15-4342-54693,Dogpaw Lake,49.37472222,-93.90611111,110190,Lake Trout,2010,14-Jun-10,44.6,698,,0.22,Dogpaw L.,-0.240735296,0.440105157,4.481448489,4.647089806,18.24647667,1994.4
320,28603,49229354,15-4342-54693,Dogpaw Lake,49.37472222,-93.90611111,110192,Lake Trout,2010,14-Jun-10,42.2,720,,0.23,Dogpaw L.,-0.240735296,0.440105157,4.481448489,4.647089806,18.24647667,1994.4
321,28604,49229354,15-4342-54693,Dogpaw Lake,49.37472222,-93.90611111,110193,Lake Trout,2010,14-Jun-10,44.1,682,F,0.29,Dogpaw L.,-0.240735296,0.440105157,4.481448489,4.647089806,18.24647667,1994.4
322,28605,49229354,15-4342-54693,Dogpaw Lake,49.37472222,-93.90611111,110194,Lake Trout,2010,14-Jun-10,48.6,904,,0.22,Dogpaw L.,-0.240735296,0.440105157,4.481448489,4.647089806,18.24647667,1994.4
323,28606,49229354,15-4342-54693,Dogpaw Lake,49.37472222,-93.90611111,110195,Lake Trout,2010,14-Jun-10,53,1147,M,0.25,Dogpaw L.,-0.240735296,0.440105157,4.481448489,4.647089806,18.24647667,1994.4
324,28607,49229354,15-4342-54693,Dogpaw Lake,49.37472222,-93.90611111,110196,Lake Trout,2010,14-Jun-10,54.4,1215,F,0.33,Dogpaw L.,-0.240735296,0.440105157,4.481448489,4.647089806,18.24647667,1994.4
325,28608,49229354,15-4342-54693,Dogpaw Lake,49.37472222,-93.90611111,110197,Lake Trout,2010,14-Jun-10,56.9,1450,M,0.4,Dogpaw L.,-0.240735296,0.440105157,4.481448489,4.647089806,18.24647667,1994.4
326,28609,49229354,15-4342-54693,Dogpaw Lake,49.37472222,-93.90611111,110198,Lake Trout,2010,14-Jun-10,58,1570,,0.31,Dogpaw L.,-0.240735296,0.440105157,4.481448489,4.647089806,18.24647667,1994.4
327,28610,49229354,15-4342-54693,Dogpaw Lake,49.37472222,-93.90611111,110199,Lake Trout,2010,14-Jun-10,60.6,1882,F,0.34,Dogpaw L.,-0.240735296,0.440105157,4.481448489,4.647089806,18.24647667,1994.4
328,28611,49229354,15-4342-54693,Dogpaw Lake,49.37472222,-93.90611111,110200,Lake Trout,2010,14-Jun-10,68.1,2578,M,0.5,Dogpaw L.,-0.240735296,0.440105157,4.481448489,4.647089806,18.24647667,1994.4
329,28612,49229354,15-4342-54693,Dogpaw Lake,49.37472222,-93.90611111,110201,Lake Trout,2010,14-Jun-10,76.1,4100,M,0.91,Dogpaw L.,-0.240735296,0.440105157,4.481448489,4.647089806,18.24647667,1994.4
330,28613,49229354,15-4342-54693,Dogpaw Lake,49.37472222,-93.90611111,110202,Lake Trout,2010,14-Jun-10,84.2,4740,F,0.74,Dogpaw L.,-0.240735296,0.440105157,4.481448489,4.647089806,18.24647667,1994.4
331,28614,49229354,15-4342-54693,Dogpaw Lake,49.37472222,-93.90611111,110203,Lake Trout,2010,14-Jun-10,55.2,1303,M,0.34,Dogpaw L.,-0.240735296,0.440105157,4.481448489,4.647089806,18.24647667,1994.4
332,28616,49229354,15-4342-54693,Dogpaw Lake,49.37472222,-93.90611111,110205,Lake Trout,2010,14-Jun-10,63.4,2107,F,0.34,Dogpaw L.,-0.240735296,0.440105157,4.481448489,4.647089806,18.24647667,1994.4
333,28619,49229354,15-4342-54693,Dogpaw Lake,49.37472222,-93.90611111,110208,Lake Trout,2010,14-Jun-10,52,1118,F,0.37,Dogpaw L.,-0.240735296,0.440105157,4.481448489,4.647089806,18.24647667,1994.4
334,28620,49229354,15-4342-54693,Dogpaw Lake,49.37472222,-93.90611111,110209,Lake Trout,2010,14-Jun-10,49.4,933,M,0.36,Dogpaw L.,-0.240735296,0.440105157,4.481448489,4.647089806,18.24647667,1994.4
335,29939,49319350,15-4395-54864,Dryberry Lake,49.52916667,-93.83694444,110984,Lake Trout,2010,05-Jul-10,65,1838,F,0.29,Dryberry L.,-0.115621968,0.471126667,4.586362618,5.029183786,18.23416533,10905
336,29943,49319350,15-4395-54864,Dryberry Lake,49.52916667,-93.83694444,110988,Lake Trout,2010,05-Jul-10,48.3,807,M,0.24,Dryberry L.,-0.115621968,0.471126667,4.586362618,5.029183786,18.23416533,10905
337,29944,49319350,15-4395-54864,Dryberry Lake,49.52916667,-93.83694444,110989,Lake Trout,2010,05-Jul-10,53.8,1176,F,0.18,Dryberry L.,-0.115621968,0.471126667,4.586362618,5.029183786,18.23416533,10905
338,29945,49319350,15-4395-54864,Dryberry Lake,49.52916667,-93.83694444,110990,Lake Trout,2010,05-Jul-10,54.3,1327,F,0.19,Dryberry L.,-0.115621968,0.471126667,4.586362618,5.029183786,18.23416533,10905
339,29946,49319350,15-4395-54864,Dryberry Lake,49.52916667,-93.83694444,111099,Lake Trout,2010,05-Jul-10,59,1747,F,0.23,Dryberry L.,-0.115621968,0.471126667,4.586362618,5.029183786,18.23416533,10905
340,29947,49319350,15-4395-54864,Dryberry Lake,49.52916667,-93.83694444,111100,Lake Trout,2010,05-Jul-10,61.1,1830,M,0.27,Dryberry L.,-0.115621968,0.471126667,4.586362618,5.029183786,18.23416533,10905
341,29948,49319350,15-4395-54864,Dryberry Lake,49.52916667,-93.83694444,111101,Lake Trout,2010,05-Jul-10,62.1,2610,M,0.7,Dryberry L.,-0.115621968,0.471126667,4.586362618,5.029183786,18.23416533,10905
342,29949,49319350,15-4395-54864,Dryberry Lake,49.52916667,-93.83694444,111102,Lake Trout,2010,05-Jul-10,62.2,1892,F,0.39,Dryberry L.,-0.115621968,0.471126667,4.586362618,5.029183786,18.23416533,10905
343,29950,49319350,15-4395-54864,Dryberry Lake,49.52916667,-93.83694444,111103,Lake Trout,2010,05-Jul-10,66.3,2602,M,0.37,Dryberry L.,-0.115621968,0.471126667,4.586362618,5.029183786,18.23416533,10905
344,29951,49319350,15-4395-54864,Dryberry Lake,49.52916667,-93.83694444,111104,Lake Trout,2010,05-Jul-10,67.9,3250,M,0.25,Dryberry L.,-0.115621968,0.471126667,4.586362618,5.029183786,18.23416533,10905
345,29952,49319350,15-4395-54864,Dryberry Lake,49.52916667,-93.83694444,111105,Lake Trout,2010,05-Jul-10,69.8,3410,F,0.64,Dryberry L.,-0.115621968,0.471126667,4.586362618,5.029183786,18.23416533,10905
346,29953,49319350,15-4395-54864,Dryberry Lake,49.52916667,-93.83694444,111106,Lake Trout,2010,05-Jul-10,72,4250,M,1.2,Dryberry L.,-0.115621968,0.471126667,4.586362618,5.029183786,18.23416533,10905
347,29954,49319350,15-4395-54864,Dryberry Lake,49.52916667,-93.83694444,111107,Lake Trout,2010,05-Jul-10,73.4,5240,M,2.2,Dryberry L.,-0.115621968,0.471126667,4.586362618,5.029183786,18.23416533,10905
348,29955,49319350,15-4395-54864,Dryberry Lake,49.52916667,-93.83694444,111108,Lake Trout,2010,05-Jul-10,77.1,4750,M,1.6,Dryberry L.,-0.115621968,0.471126667,4.586362618,5.029183786,18.23416533,10905
349,29956,49319350,15-4395-54864,Dryberry Lake,49.52916667,-93.83694444,111109,Lake Trout,2010,05-Jul-10,78.6,4500,F,0.41,Dryberry L.,-0.115621968,0.471126667,4.586362618,5.029183786,18.23416533,10905
350,29957,49319350,15-4395-54864,Dryberry Lake,49.52916667,-93.83694444,111110,Lake Trout,2010,05-Jul-10,75.5,4190,M,0.85,Dryberry L.,-0.115621968,0.471126667,4.586362618,5.029183786,18.23416533,10905
351,4768,44417642,18-3651-49486,Eagle Lake,44.68305556,-76.69861111,97483,Lake Trout,2008,03-Jul-08,66.5,3005,F,0.61,Eagle L.,-3.507555064,0.029098029,5.406758681,5.593105743,19.33760033,661.6
